Review,date,Location
I�ve never written a review on TripAdvisor but I felt compelled to do so after my recent stay at this hotel. I don�t care about how modern or hip or whatever bells and whistles most people care about. Location and view are more important for me. I usually spend very little time�,2019-01-01,
"Room size was horrible maybe 12 X 12. Shower leak all night, made housekeeping aware of the problem was never corrected. Vanity space maybe 5 or 6 inch very very tiny bathroom. Horrible for the price that was paid over $500.00 New Years weekend. will never stay at this place�",2019-01-01,
"We got a great price although our room was tiny. However, new bathroom bathrobe and coffee which not all room have. Elevators were always quick and wireless was fine. Perfect location and easy block from Penn Station. No wait for cabs on that long line Highly recommend.",2019-01-01,
"Perfect location within walking distance of penn station, shops and Times Square. Hotel could do with a bit of updating but think it was just the style of hotel. Small rooms but perfecting fine as don�t spend a lot of time in room, water was lovely but bath was grubby.",2019-01-01,
I�m sure The New Yorker was a grand old dame in its hey day but it feels very tired today. Heating in rooms was very ordinary - it was either full blast hot (which made sleeping tricky) or cold. Shower wasn�t great and the rooms are very small. The staff were pleasant enough�,2019-01-01,
"Stayed at the New Yorker Hotel for 5 night's with my wife after New Year. The hotel is in a fantastic location, right next to Penn Station and Madison Square Garden. It's also a stone's throw away from The Empire State Building and Times Square. As for the hotel it's pretty�",2019-01-01,
We visited New York for the first time over NYE 2019. We had an amazing stay and the New Yorker provided a clean and calm retreat from the hustle and bustle. Our room was large by New York standards and older but always clean. The Tic tock diner downstairs was a godsend with�,2019-01-01,
If you want the real New York this is your hotel. Right in the middle of the action walking distance to Times Square the Empire State Building and most important Macys?? couldn�t of asked for a nicer hotel and more helpful staff. Rooms were beautiful and clean beds were huge to�,2019-01-01,
"Spent our honeymoon at the New Yorker, check in was pretty easy and all very friendly I did e-mail in advance to see if they could do anything as it�s our honeymoon unfortunately they couldn�t but we were promised a bottle of wine when we checked in and was told this would be in�",2019-01-01,
We stayed here in January and the hotel is in a fabulous location. The rooms are small which is what you expect in a large city however the hotels is looking a little tired. The rooms need to be redecorated along with the corridors. The plumbing is noisy and you can here�,2019-01-01,
"What a delight this hotel is. Steeped in history, all of which is proudly preserved, whether within the elegance of the hotel or in its small museum downstairs. It holds many stories within its walls. The staff are delightful at all times. Check in was fast and proficient Yes�",2019-01-01,
Hotel was quick to get to from Newark Airport. We upgraded to a suite which was no trouble for the staff. All staff were friendly and went out their way to help. Great location opposite Madison Square Garden and close to Penn Station. Our suite was on level 30 and from the�,2019-01-01,
"Great location and lobby staff. Kindly upgraded us due to a birthday. But problems with the most important thing: wasn�t clean. Visible dust/dirt layers on tops of tile, baseboards, bathroom light, debris on floor found when opened curtains. Housekeeping didn�t come to clean�",2019-01-01,
"The hotel staff were awesome from the front desk, housekeeping and security staff. Room was big for NYC although a little older but very clean and well appointed. Wonderful lobby area with old NYC charm. Met some nice guests waiting on taxi or Uber... Doorman was great. Food at�",2019-01-01,
I was very pleased with Resort. It�s a beautiful property. Close proximity to Disney parks & Disney Springs is a plus. The rooms were very nice. The double queen with bunk beds is perfect if traveling with a child(ren). My daughter loved having her own space & TV. �,2018-08-01,
The hidden fees added up to $70 per a night. Just the fee for 3 nights costed me $210.The shuttle service information given by the hotel front deck was wrong. The pick up stops were wrong. I have reported it to hotel front desk but they seems to not care. I lucky to met with�,2018-08-01,
I was there for the FSOMA conference and had a great time. I hope we have our conference there again next year. The staff was very friendly and helpful...and Rick at the bell station was extremely helpful in giv8ng me directions. Thank you for a great stay.,2018-08-01,
"Wyndham Grand Orlando Resort Bonnet Creek is a luxury resort with family friendly theme. If you purchase a room with balcony, you can view the Walt Disney fireworks. The pools have a ""theme"" with a ""Legend"" of a lost pirate base that is now the ponds. Breakfast was at $25�",2018-08-01,
At the Wyndham grand bonnet creek. It was everything we hope for on our Disney vacation. The family room with the bunk beds made sleeping arrangements easily. The vanity outside the bathroom was key to keeping us on schedule. It was a great Disney vacation.,2018-08-01,
"I met my friend here for a girls weekend. It was great, nice spa. Beautiful grounds and good food. Rick, the bellman was so very helpful in arranging things for us. I will probably return with my family...there's something for everyone there!",2018-09-01,
Best hotel I've ever stayed in by far stayed on the 14th floor seen fireworks every night gorgeous room back bat food at poolside is lovely. And I must say staff are so polite and attentive but Rick is by far the best there he was so helpful and polite and gave me great�,2018-09-01,
