Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"El hotel es grande, con una excelente ubicaci�n. Practicamente al lado de la estaci�n Pensilvania en la 34th, la cual conecta con todo. El servicio fue bueno, te dejan la factura del hotel debajo de la puerta de la habiraci�n y las llaves las depositas en un buz�n al salir, lo cual ahorra tiempo.
 
 Las habitaciones tienen buen tama�o, para estar en Manhattan y el ba�o es grande. Esta cerca de tiendas, restaurantes y casi frwnte al MSG. 
 
 Me hispedaria nuevamente en �l.
  
  Read more
  Read less",NEGATIVE,0.994416833,satisfied,0.445809692,upset,0.244114831,24-09-2018,Santo Domingo
"Older hotel, took 20 minutes to check in while only one staff member was checking people in, two others were standing around. 
 
 Bed was uncomfortable and several tv stations were unwatchable. Overall bad experience
  
  Read more
  Read less",NEGATIVE,0.999397576,upset,0.925128281,anger,0.060588561,24-09-2018,New York City
"In die Jahre gekommenes Hotel, B�der sollten dringend renoviert werden, Lage an der sehr unruhigen 34th Stra�e. Service freundlich . 
  
  Read more
  Read less",NEGATIVE,0.997802198,upset,0.944558382,anger,0.046833411,24-09-2018,D�sseldorf
"Great location. Great people. Very nice experience and a great place to stay.
  
  Read more
  Read less",POSITIVE,0.999819219,upset,0.471231163,satisfied,0.256966293,24-09-2018,Arizona
"Die Einrichtung ist nicht mehr ganz neu aber vollkommen in Ordnung unser Zimmer war sehr gro� und sauber.
  
  Read more
  Read less",NEGATIVE,0.99785012,happy,0.752896309,upset,0.134283677,24-09-2018,Neu-Isenburg
"they have spider on my bed i was scare stugf is nice
  
  Read more
  Read less",NEGATIVE,0.985970736,upset,0.908465266,anger,0.049134497,23-09-2018,nyc
"Everyone at the hotel was nice and professional. My room was amazing nice view if the city!
  
  Read more
  Read less",POSITIVE,0.999671161,upset,0.527459621,satisfied,0.200504944,23-09-2018,New York
"Rachel was great she got us in early and allowed us to check out late to fit our flight schedules even noticed it was my bday and gave us champagne for the room. going the extra mile was great . secret u can actually eat at the tratoria Italian restaurant for breakfast all day just ask the staff for a Fritata . so much better than tick tock diner .
  
  Read more
  Read less",POSITIVE,0.989493668,upset,0.708085656,satisfied,0.124368019,23-09-2018,San Diego
"De ligging van het hotel is op zich goed. Vlakbij een metrostation en op loopafstand van Times Square. Maar dat is dan ook het enige positieve.
 Aan de negatieve kant staat dat het in een onaangename straat ligt. Het hotel zelf is zeer gedateerd. De kamer die wij hadden was klein, nee erg klein. Zelfs voor New Yorkse begrippen was de kamer erg klein. Nauwelijks bergruimte. Er was maar een kleine kledingkast. Die stond stijf tegen het bed aan, wel een stukje van de muur af, want anders kon je niet bij de lichtknopjes!. De deur van die kast en de deur van de badkamer konden ook niet tegelijk open. De airco maakte ontzettend veel lawaai. Die kon je dus ook 's-nachts niet aan hebben, waardoor het buitengewoon warm en benauwd was (de ramen konden ook niet open). De badkamer was net als de kamer een miniatuur-badkamer en bovendien beschimmeld. De wandjes waren ook zo dun dat je de buren zowat letterlijk kon verstaan. De algemene staat van het hotel was erg gedateerd. Het heeft op zijn minst een grondige opknapbeurt nodig, maar beter is een algehele renovatie. Al met al geen aanrader. Het is zeker geen vier-en-een-halve ster. Op zijn best twee sterren.
  
  Read more
  Read less",NEGATIVE,0.994210422,upset,0.500146389,satisfied,0.196520135,23-09-2018,Nederland
"Couple of front desk people don�t speak the best English. Still very efficient. Many of the rooms in this hotel are small and poorly laid out. This last stay, I had a king suite. It was like a normal hotel room in most other hotels. But at least it had room to get in and out of the bed.
  
  Read more
  Read less",NEGATIVE,0.929339051,upset,0.567866027,anger,0.195380166,23-09-2018,NY
"Staff needs to be more expeditious in reacting to guests' concerns. Our room wasn't ready even though we checked in 45mins past check in time. The sink in our room was clogged. It took 4 days to be addressed and only after I reminded staff for a second time. Housekeeping was spotty st best.
  
  Read more
  Read less",NEGATIVE,0.999418318,upset,0.882913172,anger,0.073335201,23-09-2018,"Flushing, NY"
"Near noisy parking lot. This invades privacy. It has been smoked. The air conditioner sounds like a propellor plane.
  
  Read more
  Read less",NEGATIVE,0.998587191,upset,0.878931105,anger,0.067795217,22-09-2018,Las Vegas NV
"Hotel staff very helpful and friendly beds very clean and comfortable.
 Enjoyed breakfast in Adjoining diner.
  
  Read more
  Read less",POSITIVE,0.994606674,upset,0.472664684,satisfied,0.259327978,22-09-2018,"Guildford, UK"
"super zentral gelegenes hotel mit nettem personal. viele zimmer haben einen super tollen ausblick. leider nicht genug haken f�r handt�cher und ablagem�glichkeiten im bad. ein kleines radio w�re sch�n. das ist aber jammern auf h�chstem niveau. wir waren schon 12 mal in diesem hotel 
  
  Read more
  Read less",NEGATIVE,0.998039722,upset,0.804914892,anger,0.102962241,22-09-2018,hessen
"Fabulous location, clean rooms, comfortable beds, great view of the Empire State Building.
  
  Read more
  Read less",POSITIVE,0.999539673,upset,0.389964491,satisfied,0.364129692,22-09-2018,"Ottawa, Ontario"
"Perfect location, close to Disneyland and across from Starbucks. Very nice hotel, especially for the cost (mid-week stay in September). Will definitely be back.
  
  Read more
  Read less",POSITIVE,0.998334289,upset,0.451829344,satisfied,0.28243351,22-09-2018,"Sacramento, CA"
"Nice modern and clean hotel. Close walk to Disney.
  
  Read more
  Read less",POSITIVE,0.935385764,upset,0.581930161,happy,0.175123319,22-09-2018,"Dublin, CA"
"Very old building still getting redone.
 All inner areas great, people very nice.
 
 Room, very old style structure with ""motel"" model but grounds well done and very nice.
 
 Good value for the money.
  
  Read more
  Read less",POSITIVE,0.999535382,happy,0.359311759,satisfied,0.325344384,21-09-2018,Central Virginia
"Just a little worn but clean. Great location close to food and shopping. A little over a mile to Central Park. I like that they have a hotel staff to check if you have a room key before they let you in the elevators.
  
  Read more
  Read less",POSITIVE,0.991764009,satisfied,0.456309676,upset,0.284960598,21-09-2018,Michigan
"It was nice to get this hotel near Universal at a decent price.
  
  Read more
  Read less",NEGATIVE,0.974128544,upset,0.501614392,happy,0.193542644,21-09-2018,"Orlando, Florida"
"Very nice hotel. Lovely pool. Friendly staff . Very comfy beds. Room service was good and prompt and very friendly.
  
  Read more
  Read less",POSITIVE,0.999292612,upset,0.408921599,satisfied,0.277014762,21-09-2018,Ocean Isle Beach N C
"Kid friendly - NEED to get new sheets that fit mattresses - if we just sat on bed, the fitted sheet popped off & sleeping at night - OMG - all 4 corners popped off- please get new fitted sheets that are deep fitted !
  
  Read more
  Read less",NEGATIVE,0.997328579,upset,0.893630624,anger,0.078334123,20-09-2018,"Columbus, Ohio"
"Hotel staff is very nice and accommodating. I needed help getting a lock off my luggage and the hotel manager was very nice to come to my room to help me. The hotel is a great location and it has 2 great restaurants inside of it. The hotel is definitely a NY landmark, therefore, it isn't very modern. Also, the windows aren't sound proof. So make sure you take earplugs.
  
  Read more
  Read less",POSITIVE,0.72049123,upset,0.563124597,happy,0.175566584,20-09-2018,California
"Ich komme immer wieder gern in dieses Hotel wegen der N�he zur Pennstation und zum Port Authority. Auch kann ich in ca. 15 Minuten zum Times Square laufen. Mit dem Zimmer hatte ich dieses Mal nicht so ein Gl�ck, das Bad war extrem klein und der Kleiderschrank durch einen nachtr�glich eingebauten Safe nicht zu benutzen. 
  
  Read more
  Read less",NEGATIVE,0.996475577,upset,0.65208596,anger,0.198289305,20-09-2018,M�nchen
"Great location and so clean...excellent staff and convenient location to metro from both airports.
  
  Read more
  Read less",POSITIVE,0.998643219,satisfied,0.371039897,upset,0.346087188,20-09-2018,Stratford Canada
"The hotel is close to a Police Station, Penn Station, and some good local restaurants. The Metro is one block away along with a parking garage. For an additional fee, you can participate in a breakfast buffet which smells delicious when you awake in the mornings. The lobby bar has a variety of great wines.
  
  Read more
  Read less",POSITIVE,0.99508363,upset,0.664462447,anger,0.158574045,20-09-2018,Maryland
"El hotel est� muy bien ubicado, apenas hemos necesitado usar el metro, que tiene varias paradas muy cerca.
 Habitaci�n muy limpia y de buen tama�o.
 Hemos tenido una experiencia 100% positiva.
 El personal es muy amable.
 Alrededor del hotel hay muchos sitios para comer, adem�s el hotel tiene un restaurante abierto las 24 horas.
 
  
  Read more
  Read less",NEGATIVE,0.992806613,satisfied,0.711668551,happy,0.213342696,19-09-2018,Espa�a
"I booked my room which included breakfast and when I asked about it they said breakfast wasn�t complimentary... so I paid extra for nothing... so mad. On the site it says there�s a laundry room, but we asked and there isn�t only laundry service, so dumb. The stay was good though. They need a sign on the door that goes out to the pool because on the hall it shows you where to go, but when we got to the door it had no sign and we weren�t sure if we can open the door thinking it might set off an alarm...
  
  Read more
  Read less",NEGATIVE,0.983172834,upset,0.612067163,anger,0.371718735,19-09-2018,"Delano, Ca."
"Staff was amazing, rooms need to be vacuumed more often.
  
  Read more
  Read less",NEGATIVE,0.941528559,upset,0.767761171,anger,0.130343735,18-09-2018,Abbotsford BC
"Very nice staff especially Reachelle at the front desk, she was nice and helped us when an issue came up. The room was a good size and comfortable, on the 33rd floor with beautiful views.
  
  Read more
  Read less",POSITIVE,0.999809384,upset,0.570427597,satisfied,0.199654356,18-09-2018,California
"I have stayed here many times. It's about a 20 minute walk to Disneyland. The staff is always nice and helpful. The rooms are clean and comfortable. I love staying here
  
  Read more
  Read less",POSITIVE,0.999715388,upset,0.353388578,satisfied,0.283006877,18-09-2018,Central California
